"yyyymm","date","pi","tb3m","rr","g","ga","gma","lfg","lfga","lfgma","rstar","rstar.lb","rstar.ub","rr.cycle"
196003,1960-01-01,1.66469581818416,3.87333333333333,2.20863751514917,8.81292622284207,4.80544979895488,4.04288628066585,-1.08789949601125,1.04546367885661,0.729472514868297,1.51072188541908,-1.39564413167285,4.35668826580644,0.697915629730096
196006,1960-04-01,1.79150536892472,2.99333333333333,1.20182796440862,-1.52083631494051,2.02265836272169,3.70696644896201,3.97008780571717,-0.307943669263189,0.60905903472352,1.40561299310527,-1.41850174247516,4.28564953332481,-0.203785028696632
196009,1960-07-01,1.58217845496185,2.36,0.777821545038153,0.994741271911437,2.46411640686119,3.35366808410643,-0.580179552568438,0.483877369517582,0.340592853860011,1.30221413097655,-1.53849546036383,4.17654416031998,-0.524392585938414
196012,1960-10-01,1.48500166811272,2.30666666666667,0.821664998553949,-4.87165067564632,0.853795126041668,3.04059682262819,-4.56953834312017,-0.566882396495672,0.165768196967502,1.22964658622928,-1.56854990046416,4.04241781458529,-0.407981587675337
196103,1961-01-01,1.53387722006406,2.35,0.816122779935939,2.71055646459644,-0.67179731351974,2.97246018795332,-2.1774537225685,-0.839270953134985,0.00927341173427187,1.19601653071662,-1.64425695793691,4.02187572152318,-0.379893750780632
196106,1961-04-01,1.00545225728088,2.30333333333333,1.29788107605245,7.36724035032736,1.55022185279723,2.98466667360817,-4.62688376294018,-2.98851384529932,-0.15780915304541,1.17394317752751,-1.65935597599908,3.98905579196704,0.123937898524929
196109,1961-07-01,0.986623609935444,2.30333333333333,1.31670972339789,6.61454715635443,2.95517332390798,2.94614874094492,2.84462254174649,-2.13231332172059,0.0331589340659999,1.20195214907725,-1.62780152177702,4.02489618325811,0.114757574320645
196112,1961-10-01,0.652779442597984,2.46,1.80722055740202,8.02587907153338,6.1795557607029,3.12468301329298,3.87093153223645,-0.0221958528814348,0.0953940492988536,1.26053368370612,-1.53558226840343,4.08483274477866,0.546686873696096
196203,1962-01-01,0.909531910204997,2.72333333333333,1.81380142312834,7.14041399416132,7.28702014309413,3.19803145238052,4.09758189167242,1.5465630506788,0.152425100809035,1.28053668008474,-1.48736427401985,4.11020314278583,0.533264743043569
196206,1962-04-01,1.26555530644921,2.71666666666667,1.45111136021746,4.28688442693428,6.51693116224585,3.2843501830647,2.1105025993883,3.23090964126092,0.309382229169337,1.31970733701901,-1.46337462349429,4.07784137045705,0.131404023198418
196209,1962-07-01,1.16270614197442,2.84,1.67729385802558,3.79220134396476,5.81134470914844,3.30708740870461,-2.10374201696411,1.99381850158327,0.224586434851091,1.32101392192946,-1.44405033512612,4.05208649882946,0.356279936096153
196212,1962-10-01,1.34657712886996,2.81333333333333,1.46675620446337,1.54925995523811,4.19218993007462,3.02289907003665,-2.82231195132177,0.320507630693712,-0.0867699107524089,1.22649741729133,-1.54807104319159,3.97257354961198,0.240258787172346
196303,1963-01-01,1.18952921982354,2.90666666666667,1.71713744684313,4.42638242261424,3.51368203718785,2.9491789765962,3.01831915343911,0.0506919461353839,-0.0609665562878714,1.2191108096052,-1.5615304562376,3.93236517254018,0.498026637237913
196306,1963-04-01,0.982986284031906,2.94,1.95701371596809,5.18076687866369,3.7371526501202,3.00095566843949,2.50581803630396,0.1495208053643,0.0154564729538453,1.2445652247964,-1.51864200922498,3.95037891268548,0.712448491171786
196309,1963-07-01,1.19702269406941,3.29333333333333,2.09631063926393,7.7330922989816,4.72237538887441,3.25048164605045,-0.147757612036514,0.638516906596198,0.100086068265295,1.3176227833897,-1.39989668237173,3.9943452982562,0.778687855873614
196312,1963-10-01,1.27207597695564,3.49666666666667,2.22459068971102,2.8446195102461,5.04621527762641,3.47451370029226,2.12379800319873,1.87504439522632,0.319604946147569,1.39729853447997,-1.31008623104524,4.09077024234985,0.827292155231017
196403,1964-01-01,1.46683091795485,3.53,2.06316908204515,8.55922763537649,6.07942658081697,3.7348377899659,4.82189613550936,2.32593864074389,0.502609840262984,1.47769029142919,-1.22776200198072,4.15766864146402,0.585478790615843
196406,1964-04-01,1.55367775268265,3.47666666666667,1.92298891398402,4.72853989849682,5.96636983577525,3.84259016696848,3.55575423743772,2.58842269102733,0.730263743020272,1.53323565521694,-1.12984947307288,4.25217424559007,0.389753258766858
196409,1964-07-01,1.41632018729059,3.49666666666667,2.08034647937608,5.39667189448352,5.38226473465073,3.86470610241714,2.19257294717856,3.17350533083109,0.823338584312063,1.55287244403234,-1.13363666733559,4.26696319433837,0.527474035343616
196412,1964-10-01,1.38228478418498,3.68333333333333,2.30104854914835,1.41586013940582,5.02507489194066,3.70710689237068,2.52350396248566,3.27343182065283,0.81636410862127,1.53095364436182,-1.12525301202786,4.24065518462679,0.770094904786188
196503,1965-01-01,1.22140026359259,3.89,2.66859973640741,9.74566186329042,5.32168344891915,3.66925067119149,4.90393615827038,3.29394182634308,0.755241487633729,1.52890874718171,-1.12695883252893,4.21829923604261,1.13969098922586
196506,1965-04-01,1.49417721305891,3.87333333333333,2.37915612027442,5.43136181249722,5.49738892741924,3.6435666361387,5.17888743591541,3.69972512596251,0.780373839712896,1.53196690054771,-1.10289240349613,4.22687712919821,0.847189219726952
196509,1965-07-01,1.52836311331814,3.86666666666667,2.33830355334852,8.04267038341209,6.15888854965139,3.71105965079922,-0.694236435491291,2.97802278029504,0.612466173758914,1.51841148184897,-1.16869721223832,4.20319355328338,0.819892071499689
196512,1965-10-01,1.49663508955484,4.16666666666667,2.67003157711182,9.32387387933744,8.13589198463429,3.8841587344429,4.13495583597694,3.38088574866786,0.603980212536523,1.54361585395036,-1.13929759935235,4.22771938464094,1.12641572316165
196603,1966-01-01,1.95261743094752,4.61,2.65738256905248,9.75751910011269,8.13885629383986,4.16675789578713,3.95029610474182,3.14247573528572,0.729669852012576,1.61497945263691,-1.01820516700097,4.29177102866259,1.04240311641533
196606,1966-04-01,2.26836796916552,4.58666666666667,2.31829869750115,1.63458482010128,7.18966204574087,4.1255066705305,2.84360656311655,2.55865551708601,0.772997690163946,1.61257413046069,-1.0445007889898,4.27597655775918,0.705724567040472
196609,1966-07-01,2.66302996805345,5.04333333333333,2.38030336527988,2.83932380314553,5.88882540067424,4.20467107299701,0.773706509169614,2.92564125325123,0.833429350790418,1.65035331642204,-1.00765301581507,4.32892227744188,0.729950048857881
196612,1966-10-01,3.12915879100224,5.21,2.08084120899776,3.41477273914848,4.41155011562699,4.12777839299567,-0.896654810377484,1.66773859166263,0.838054009210198,1.62988735206188,-0.983556282675484,4.2984804840083,0.450953856935624
196703,1967-01-01,2.6485169604884,4.51333333333333,1.86481637284493,3.65546597883508,2.88603683530759,4.1549237849759,-0.239857937489774,0.620200081104727,0.83724042400287,1.64683514506741,-0.9933696177876,4.27874474745508,0.21798122777785
196706,1967-04-01,2.30514467258822,3.66,1.35485532741178,0.350742356975786,2.56507621952622,4.18589585897363,-3.97545681221736,-1.08456576272875,0.792689091253296,1.63030976056805,-1.01944085378141,4.26008300430143,-0.275454433156918
196709,1967-07-01,2.45704192579588,4.3,1.84295807420412,3.43821094811148,2.7147980057677,4.17492356612597,2.45918280722179,-0.663196688215706,0.862411506186493,1.65560364133153,-1.01681853069235,4.26652450050254,0.18735443287282
196712,1967-10-01,2.53737098206797,4.75333333333333,2.21596235126537,3.20692610680666,2.66283634768225,4.35813530377289,1.82375818470248,0.0169065605542862,1.14367507134248,1.7320347647767,-0.913147266657366,4.34921369628234,0.483927586488699
196803,1968-01-01,3.29463789427322,5.05,1.75536210572678,8.04143934394617,3.75932968896002,4.82183343064171,0.350243887348967,0.164432016763971,1.42348738863123,1.86011949185819,-0.816952495555669,4.50031026781271,-0.104757386131421
196806,1968-04-01,3.83445324043361,5.52,1.68554675956639,6.69840742999313,5.34624595721436,4.92353022809782,3.07143164424843,1.92615413088042,1.59061542069415,1.9061876500675,-0.822421699531364,4.51216259249883,-0.220640890500926
196809,1968-07-01,3.94652799980011,5.19666666666667,1.25013866686656,2.87069187328655,5.20436618850812,4.76673922122215,2.21243536231768,1.86446726965439,1.57277152649751,1.87002302953447,-0.840616220537103,4.4786064610487,-0.619884362668227
196812,1968-10-01,4.20032519524796,5.58666666666667,1.38634147141871,1.77639517327535,4.8467334551253,4.57993405168615,2.33888753655016,1.99324960761631,1.47795906080731,1.82246966696727,-0.8677575050991,4.41040545793116,-0.436128195548589
