"yyyymm","date","pi","tb3m","pistar.ptr","rstar","rstar.lb","rstar.ub","earr","eprr","pistar","pistar.lb","pistar.ub","pihat"
198612,1986-10-01,2.37283191648352,5.35333333333333,4.705217054,1.21178586957227,-0.147662938757883,2.29163829084643,2.73040616045875,2.98050141684981,4.79438478297484,4.60302756387408,4.98557851117221,2.48128158762176
198703,1987-01-01,3.73258764066122,5.53666666666667,4.8849995,1.20909197880914,-0.148581412116339,2.29016988052563,2.13361332711162,1.80407902600544,4.85093025913689,4.65957883653563,5.04154385379224,3.43870937829195
198706,1987-04-01,3.78565955233192,5.65666666666667,4.895737197,1.20751647323829,-0.151325687841816,2.28908030903744,1.98115961080496,1.87100711433474,4.87870013935306,4.68754270672673,5.06934757083344,3.63966155398842
198709,1987-07-01,3.7345956333013,6.04333333333333,5.080819672,1.20555235338092,-0.152540601326422,2.2897918087283,2.12332081076795,2.30873770003204,4.89840320593262,4.70497742079143,5.0899386865896,3.70134707108341
198712,1987-10-01,3.49281429520758,5.86333333333333,4.74,1.20366401452589,-0.156047638496451,2.28562525211514,2.10690155853981,2.37051903812575,4.79543587060737,4.60243178927929,4.98609709533569,3.51333066868927
198803,1988-01-01,3.10169323719975,5.72333333333333,4.835,1.20174459715003,-0.155892453840402,2.28423439446775,2.13441042427409,2.62164009613358,4.73132851645457,4.53921093922256,4.9219100585948,3.37810749936917
198806,1988-04-01,4.39802811056822,6.21,4.645,1.20145002207956,-0.154784677593018,2.28846011083334,2.07698330048449,1.81197188943178,4.62327899963279,4.43268373597721,4.81481015392469,4.24746670040784
198809,1988-07-01,4.89359968166454,7.01,4.52,1.20305018772471,-0.150417956420112,2.28989649761808,2.524000646091,2.11640031833546,4.5070556344038,4.3158041729283,4.6981555190749,4.66062388698754
198812,1988-10-01,3.98654607520967,7.72666666666667,4.266847826,1.20531891020544,-0.148725607569853,2.29108997952983,3.42080672889119,3.74012059145699,4.37486630148031,4.18375758223388,4.56638919030832,4.18565288989218
198903,1989-01-01,4.45410303527041,8.54,4.29,1.20608599638396,-0.146878408533046,2.29363674140053,3.89837883150004,4.08589696472959,4.31289235606279,4.12290054654174,4.5032384654413,4.53968132626968
198906,1989-04-01,5.28605411664387,8.41,4.34,1.20415176943677,-0.147724546144253,2.29126404818975,3.77347298410221,3.12394588335613,4.24814831855183,4.05531053041699,4.43844247578857,4.82025212979814
198909,1989-07-01,2.26801068019569,7.84333333333333,4.13,1.20055633175892,-0.146932672518312,2.28946161176181,4.43717020371582,5.57532265313765,4.10248514125896,3.91158858052192,4.29328090962874,3.0128861002981
198912,1989-10-01,3.11218739098003,7.65333333333333,3.905737705,1.19655424770397,-0.151387820278982,2.28732062887461,4.0940808225064,4.54114594235331,3.96192124331158,3.77058985838941,4.1548182473988,3.46839582969483
199003,1990-01-01,5.66463890215587,7.76,3.655737705,1.19247644733121,-0.15377282549208,2.28613954346861,3.40322029262761,2.09536109784413,3.87136864995627,3.67950738919384,4.06448396029721,4.94309378752536
